"brand","sales_year","countryfull","avg_discount_per_unit","avg_discount_percent","total_discount_amount","total_actual_revenue","total_base_revenue"
"Contoso ","2022","Italy","28.05","3.41",1271.3707853639971,31982.461372285998,33253.832157649995
"Fabrikam  ","2022","Netherlands","32.02","6.08",2555.0633347999938,31235.439713199998,33790.50304799999
"Northwind Traders","2022","France","8.90","5.39",723.0749184611959,29849.974335388808,30573.049253850004
"Litware ","2022","United Kingdom","30.12","6.45",2142.523414821,28736.898724478997,30879.422139299997
"Tailspin Toys","2022","Australia","1.96","5.88",1517.0829286562912,27191.810082653705,28708.893011309996
"Tailspin Toys","2022","Germany","1.98","6.12",1722.9249300429365,26873.981040645063,28596.905970688
"A. Datum","2022","Netherlands","20.18","7.47",1931.3534741600051,22851.460621839997,24782.814096000002
"Litware ","2022","Australia","23.62","5.80",913.464946508997,22594.091268791002,23507.5562153
"Northwind Traders","2022","Germany","4.87","6.08",818.6581652414061,21971.070479178594,22789.72864442
"A. Datum","2022","France","19.97","5.91",1241.225037690001,20832.32907851,22073.5541162
"Tailspin Toys","2022","United Kingdom","2.06","6.04",1240.3146152137488,20174.544256498255,21414.858871712004
"Fabrikam  ","2022","France","50.08","7.00",1424.442420409996,19079.64471059,20504.087130999997
"Northwind Traders","2022","Australia","18.47","6.24",1249.8116174598981,17568.480190880102,18818.29180834
"Litware","2022","Italy","39.81","6.07",1075.7090872638983,16768.3545299761,17844.063617239997
"Litware ","2022","Netherlands","42.44","6.14",1294.4528146400007,16475.37532336,17769.828138
"Litware ","2022","France","31.11","4.80",682.4155737000001,16214.933253300002,16897.348827
"Tailspin Toys","2022","France","1.61","5.05",661.871884760998,15703.074934019005,16364.946818780003
"A. Datum","2022","Italy","29.73","6.12",811.6209257749997,9568.915476725,10380.5364025
"Tailspin Toys","2022","Netherlands","2.07","6.58",608.2110818382025,8819.6683191318,9427.879400970003
"Adventure Works ","2022","United States","9.20","5.56",409.50590999999895,6645.07909,7054.584999999999
"Litware ","2022","Italy","25.56","4.00",228.68966519999958,5516.5096708,5745.199336
"Adventure Works ","2022","Canada","6.46","4.00",139.77920041040034,4835.410434159599,4975.18963457
"Northwind Traders","2022","Italy","1.34","4.50",20.260802579900883,4670.2948061101,4690.555608690001
"Tailspin Toys","2022","Italy","2.39","6.73",402.423564695001,4498.964310254999,4901.38787495
"Adventure Works ","2022","Germany","5.95","3.50",135.75686983200012,3183.831053803,3319.587923635
"Adventure Works ","2022","Australia","11.56","7.00",274.5012561174003,2726.7296505025997,3001.23090662
"Fabrikam  ","2022","Italy","39.50","2.50",78.99209999999994,2101.3971,2180.3892
"Adventure Works ","2022","United Kingdom","7.01","4.25",45.474704859999974,1830.9095931,1876.38429796
"Adventure Works ","2022","France","12.94","7.75",158.87341045549988,1642.9942410945,1801.86765155
"Adventure Works ","2022","Netherlands","0.00","0.00",0,876.5109375000001,876.5109375000001
"Adventure Works ","2022","Italy","23.80","14.00",71.46719580000007,439.0127741999999,510.47997
"Adventure Works","2023","United States","35.77","5.97",189129.39350000955,3109562.6065000016,3298692.000000011
"The Phone Company","2023","United States","17.18","5.91",160941.91000000294,2489249.089999997,2650191
"Contoso","2023","United States","9.26","5.99",135966.98009999003,2135264.1898999796,2271231.1699999697
"Wide World Importers","2023","United States","23.44","5.74",117688.92459999444,1852041.6453999996,1969730.569999994
"Proseware","2023","United States","18.87","5.81",76076.0691999998,1379725.9607999995,1455802.0299999993
"Contoso ","2023","United States","42.94","5.95",68592.63849999895,1073154.2514999998,1141746.8899999987
"Adventure Works","2023","Canada","38.28","5.90",80521.58550553722,1068795.8751913626,1149317.4606968998
"Southridge Video","2023","United States","7.39","5.85",64298.700499992585,1031867.8394999988,1096166.5399999914
"Fabrikam","2023","United States","27.21","5.64",51067.91209999914,837266.827899999,888334.7399999981
"The Phone Company","2023","Canada","17.14","5.94",52147.117830299656,830519.8929097006,882667.0107400003
"Adventure Works","2023","Germany","44.02","6.34",54231.45684193482,770130.3719989655,824361.8288409003
"Adventure Works","2023","Australia","36.43","5.84",43216.28538929077,654454.6288351091,697670.9142243998
"Wide World Importers","2023","Canada","25.99","6.12",42849.65999996592,653975.1787552334,696824.8387551993
"The Phone Company","2023","Germany","17.29","6.01",38806.3822034999,598992.8495964998,637799.2317999997
"Contoso","2023","Canada","8.31","5.78",38432.149868901586,596923.7154984991,635355.8653674007
"Contoso","2023","Germany","10.89","6.16",41827.01527488942,582924.56400981,624751.5792846994
"Wide World Importers","2023","Germany","26.25","6.08",35524.713487836765,558337.5514523633,593862.2649402
"Litware","2023","United States","30.47","5.82",37316.86929999897,549361.6206999997,586678.4899999987
"The Phone Company","2023","Australia","15.82","5.61",30434.417729199806,500462.8311108,530897.2488399998
"Contoso","2023","Australia","10.16","6.20",30974.76044198725,451118.1085713132,482092.86901330046
"Proseware","2023","Canada","18.29","5.60",25335.842211139156,413136.1847402609,438472.02695140004
"Adventure Works","2023","United Kingdom","35.44","5.78",24300.273845017655,391162.083793182,415462.35763819964
"Fabrikam","2023","Canada","30.40","5.93",20089.94135703286,355157.82906866714,375247.7704257
"The Phone Company","2023","United Kingdom","15.80","5.59",20622.392347800254,348625.8755421998,369248.2678900001
"Adventure Works","2023","Netherlands","35.00","5.34",18990.002157337847,336777.76363806205,355767.7657953999
"Contoso ","2023","Canada","36.62","5.90",20460.368636360043,325080.08505564,345540.45369200007
"Wide World Importers","2023","Australia","19.87","5.82",18689.034775030217,321856.83183276985,340545.86660780007
"Contoso ","2023","Germany","42.66","5.78",19462.123708653322,317737.0225371469,337199.14624580025
"Southridge Video","2023","Canada","7.23","5.97",20206.276592322683,317373.15795077686,337579.43454309955
"Wide World Importers","2023","United Kingdom","29.01","6.00",20867.488835718017,282999.8034112819,303867.2922469999
"Contoso","2023","Netherlands","13.06","6.20",22398.504661092826,282123.95182950713,304522.45649059996
"Fabrikam  ","2023","United States","47.04","6.00",18770.559999999998,272908.44,291679
"Proseware","2023","Australia","18.98","5.35",17719.776196491206,270226.48978810885,287946.26598460006
"Proseware","2023","Germany","19.75","5.43",16105.890882544743,268595.0011341549,284700.89201669965
"Adventure Works","2023","France","33.23","6.25",15679.367105737794,264060.87710596214,279740.24421169993
"Fabrikam","2023","Germany","35.73","5.86",16788.295591493894,262341.76717330614,279130.06276480004
"The Phone Company","2023","Netherlands","16.30","5.57",16360.428265000024,261516.40088500004,277876.82915000006
"Northwind Traders","2023","United States","16.56","5.37",13817.711200000282,243639.28879999992,257457.0000000002
"Contoso","2023","United Kingdom","7.01","5.81",12583.194921561808,243595.75390503788,256178.9488265997
"Southridge Video","2023","Germany","7.03","6.10",15753.316858241189,233627.57474425895,249380.89160250014
"A. Datum","2023","United States","15.89","5.83",13980.656000000105,223788.74399999986,237769.39999999997
"Fabrikam","2023","Australia","25.78","5.17",10786.421750678943,191230.84212322105,202017.2638739
"Contoso ","2023","Australia","52.42","7.20",15189.510094413039,191072.80668248702,206262.31677690006
"Wide World Importers","2023","Netherlands","31.03","6.60",14762.804560270946,190183.022413829,204945.82697409994
"The Phone Company","2023","France","16.84","5.70",10937.328868000157,177975.29063199981,188912.61949999997
"Southridge Video","2023","Australia","6.06","5.81",11469.332974984078,177444.34646431607,188913.67943930015
"Fabrikam","2023","United Kingdom","46.92","6.85",14466.020851351932,175238.4014827481,189704.42233410003
"Litware","2023","Germany","33.99","6.44",12134.947797974048,172703.71001582593,184838.65781379997
"Wide World Importers","2023","France","29.52","6.16",13331.145638923073,163761.398598177,177092.54423710008
"Contoso","2023","France","8.21","6.07",8810.123888888047,153423.575571412,162233.69946030003
"Southridge Video","2023","United Kingdom","8.03","5.99",9725.597848597012,140152.995986203,149878.5938348
"Proseware","2023","United Kingdom","20.28","6.47",10019.994968638988,136414.29804496097,146434.29301359996
"Adventure Works","2023","Italy","26.94","6.24",7179.6955064340145,126839.42199536599,134019.1175018
"Contoso","2023","Italy","11.90","5.86",7481.148033419915,126028.84691308005,133509.99494649997
"Litware","2023","Australia","24.85","5.55",6303.059886401956,119935.937582198,126238.99746859996
"Southridge Video","2023","Netherlands","7.31","5.17",7051.564021843966,118632.63805825602,125684.20208009999
"Proseware","2023","Netherlands","16.95","6.02",7738.420452655031,116946.52427134496,124684.94472399999
"Tailspin Toys","2023","United States","2.02","5.86",6900.2596599999815,114921.9103399999,121822.16999999988
"Fabrikam","2023","Netherlands","32.19","5.68",5235.250610176983,113685.691187923,118920.94179809999
"Litware","2023","United Kingdom","32.53","6.00",6238.500609568975,111655.02411273101,117893.52472229999
"Contoso ","2023","United Kingdom","40.37","5.57",7050.8822477240465,110975.29956917594,118026.18181689999
"Litware ","2023","United States","31.45","5.39",7554.766000000003,110811.934,118366.7
"Contoso ","2023","Netherlands","52.08","6.40",8276.104488176992,106138.975090323,114415.0795785
"Northwind Traders","2023","Australia","36.16","5.96",8102.986106446988,104062.592293953,112165.57840039999
"The Phone Company","2023","Italy","17.28","6.17",5331.050107599993,95645.02455240002,100976.07466000001
"Litware","2023","Canada","17.58","6.29",8041.546438550999,93363.14515514902,101404.69159370002
"Northwind Traders","2023","Canada","28.70","5.76",5679.744680159027,93079.02334464101,98758.76802480004
"Wide World Importers","2023","Italy","25.60","5.84",6070.8120366159565,91952.34703858402,98023.15907519998
"A. Datum","2023","Canada","14.94","5.31",4302.961725210014,88091.79732579,92394.75905100002
"Proseware","2023","France","16.26","5.76",4338.046383695968,82714.95954290399,87053.00592659996
"Fabrikam  ","2023","Germany","52.53","5.28",5984.701852999991,79498.857017,85483.55887
"Contoso ","2023","France","43.86","6.72",5682.431298705982,74173.99220329402,79856.423502
"Contoso ","2023","Italy","33.02","3.74",4192.342508361995,70694.62266193802,74886.96517030001
"A. Datum","2023","Germany","18.91","6.34",4524.4353743200045,66247.35856368001,70771.79393800002
"Southridge Video","2023","France","5.78","5.92",3492.5113286099877,62208.33415239001,65700.845481
"Fabrikam","2023","France","25.37","4.48",2607.8703020560133,57255.215226044,59863.08552810001
"Fabrikam  ","2023","Australia","34.88","4.84",1856.764658299995,55985.8624317,57842.627089999994
"Fabrikam  ","2023","Canada","24.13","3.33",2130.411407899999,54009.4832421,56139.89465
"Litware","2023","Netherlands","30.98","4.61",3583.393277495008,51129.998024905006,54713.391302400014
"A. Datum","2023","Australia","14.56","6.09",3554.0702893600173,50194.089196639994,53748.15948600001
"Fabrikam","2023","Italy","21.76","5.70",2624.4606277199855,49564.084698180006,52188.54532589999
"Proseware","2023","Italy","20.74","6.26",3515.1754914110206,47112.659619889,50627.83511130002
"Litware","2023","Italy","21.09","4.96",726.9693866050002,44211.95949539499,44938.92888199999
"Northwind Traders","2023","Germany","25.28","5.73",3240.7212228560165,44107.54419334401,47348.265416200025
"Litware ","2023","Canada","37.64","7.93",3318.3214168600025,43561.665343140005,46879.98676000001
"Fabrikam  ","2023","United Kingdom","25.72","4.10",1252.702242200001,41971.679307800005,43224.381550000006
"Southridge Video","2023","Italy","5.94","5.31",1730.7192234069953,38847.228922693,40577.948146099996
"Tailspin Toys","2023","Canada","2.09","6.01",2285.110823119823,35177.90575068018,37463.0165738
"Northwind Traders","2023","United Kingdom","16.32","5.47",3018.1638741910065,34489.29716480901,37507.461039000016
"Tailspin Toys","2023","Germany","1.96","5.95",1951.2097154061958,29652.484195073794,31603.69391047999
"A. Datum","2023","United Kingdom","19.94","5.39",1804.4063678399907,28843.65981916,30648.06618699999
"Litware","2023","France","17.09","6.72",2395.6595939810068,28725.037508019,31120.697102000006
"A. Datum","2023","Netherlands","21.14","7.09",2233.3236380000053,27722.475781999994,29955.79942
"Litware ","2023","Germany","37.14","5.67",1491.730426099999,25739.0386249,27230.769051
"Fabrikam  ","2023","Netherlands","36.73","4.23",1258.7624239999968,22372.972736000003,23631.73516
"Tailspin Toys","2023","Australia","1.87","5.74",1163.9180598121966,21210.1689039078,22374.086963719998
"Northwind Traders","2023","Netherlands","23.79","7.00",1180.2818620370017,18146.540963763,19326.8228258
"Tailspin Toys","2023","United Kingdom","1.41","5.15",727.3432222379997,17208.69539596199,17936.03861819999
"Fabrikam  ","2023","Italy","47.05","5.83",648.712720399999,12741.363389600001,13390.07611
"A. Datum","2023","France","15.59","6.00",758.3542229199975,12598.248466080002,13356.602689
"Tailspin Toys","2023","Netherlands","1.64","5.12",646.671447123008,12211.023563877003,12857.69501100001
"Litware ","2023","United Kingdom","38.85","6.64",977.5404634000006,11164.0299376,12141.570401
"Northwind Traders","2023","France","14.18","4.16",721.1855900989958,10948.767477501002,11669.953067599998
"A. Datum","2023","Italy","24.46","6.85",888.7727302000003,10302.818985799999,11191.591715999999
"Tailspin Toys","2023","France","1.57","5.43",494.20906787559943,9468.5789502044,9962.78801808
"Litware ","2023","Netherlands","28.61","7.00",460.7815023000021,8530.873447699998,8991.65495
"Litware ","2023","France","48.93","6.60",462.4143636000008,8338.3931004,8800.807464000001
"Litware ","2023","Australia","38.37","6.17",478.81785610000134,7794.8860939,8273.703950000001
"Fabrikam  ","2023","France","65.99","7.83",665.8032251999994,6031.3985948,6697.201819999999
"Tailspin Toys","2023","Italy","2.21","5.19",410.26009470400277,5674.223626295998,6084.4837210000005
"Adventure Works ","2023","United States","10.66","6.27",355.27909999999883,4234.450900000001,4589.73
"Northwind Traders","2023","Italy","26.76","8.22",297.2847473329998,3238.818234367,3536.1029817
"Litware ","2023","Italy","44.79","6.50",81.9260962000003,3177.9081438,3259.83424
"Adventure Works ","2023","Canada","13.17","7.75",141.0962047350008,2160.5462965649995,2301.6425013000003
"Adventure Works ","2023","Germany","10.62","6.25",209.7612343780006,2124.6434396219997,2334.4046740000003
"Adventure Works ","2023","Italy","22.10","13.00",144.54317695999998,967.32741504,1111.870592
"Adventure Works ","2023","United Kingdom","11.90","7.00",57.106644587999995,748.329774012,805.4364186
"Adventure Works ","2023","France","20.40","12.00",38.59738543200007,283.04749316799996,321.6448786
"Adventure Works ","2023","Australia","22.10","13.00",32.96485177700001,220.61093112300003,253.57578290000004
"Adventure Works","2024","United States","34.92","6.13",52085.65869999956,721767.8012999999,773853.4599999995
"The Phone Company","2024","United States","17.03","5.85",42971.870000000345,689338.1299999997,732310
"Contoso","2024","United States","8.30","5.85",29400.871399998432,550074.2385999989,579475.1099999973
"Wide World Importers","2024","United States","24.61","5.78",31161.126500000013,471915.97350000025,503077.10000000027
"Proseware","2024","United States","16.39","6.23",17004.220800000243,314527.63919999974,331531.86
"The Phone Company","2024","Canada","18.80","6.64",18002.40141349999,243519.70499650002,261522.10641
"Contoso ","2024","United States","40.25","5.61",15140.40890000001,243321.48110000003,258461.89000000004
"Adventure Works","2024","Canada","34.11","6.23",16338.521011759993,238131.15122394,254469.67223569998
"Southridge Video","2024","United States","5.94","5.46",12149.098900000361,226134.99110000028,238284.09000000064
"Fabrikam","2024","United States","34.63","6.25",15535.88189999995,208832.8781,224368.75999999995
"Adventure Works","2024","Germany","37.05","5.71",13104.553401251062,194094.90639664893,207199.4597979
"Contoso","2024","Germany","8.47","5.94",9592.729720717878,192629.63565448218,202222.36537520005
"The Phone Company","2024","Germany","15.13","5.38",10787.163444199803,187288.96371580017,198076.12715999997
"Contoso","2024","Canada","8.49","5.52",10968.186698364094,165631.84629233598,176600.03299070007
"Wide World Importers","2024","Canada","29.02","6.55",13066.013511919009,164039.00654618096,177105.02005809997
"The Phone Company","2024","Australia","17.42","6.34",9923.129387900059,147449.27842210003,157372.4078100001
"Adventure Works","2024","Australia","34.03","5.96",8705.095625774033,135498.44922652596,144203.5448523
"Wide World Importers","2024","Germany","28.03","6.07",8210.416043233956,128842.978730266,137053.39477349995
"Litware","2024","United States","23.94","6.20",9752.791500000065,120619.40849999998,130372.20000000004
"Fabrikam","2024","Canada","46.84","7.17",9792.992401147043,117324.04331795298,127117.03571910002
"Adventure Works","2024","United Kingdom","53.99","6.89",9202.332951781005,104301.33875821899,113503.67171
"Wide World Importers","2024","Australia","21.69","6.04",6172.932183616998,103380.65906078301,109553.59124440001
"Contoso","2024","Australia","5.42","5.62",4215.563725657936,92029.17228964207,96244.7360153
"Southridge Video","2024","Canada","5.14","5.55",4694.632789257084,90760.03427934294,95454.66706860003
"The Phone Company","2024","Netherlands","17.34","5.94",5070.377450400047,90693.46131959998,95763.83877000003
"Contoso ","2024","Canada","61.45","7.30",6317.544530473009,87459.36462562699,93776.9091561
"Southridge Video","2024","Germany","7.21","6.02",5247.127025647002,84648.98115755296,89896.10818319996
"Proseware","2024","Germany","25.49","6.46",5855.796619621964,82719.12430687802,88574.92092649998
"Proseware","2024","Canada","15.89","5.34",4730.421924511975,80032.91836148799,84763.34028599996
"Proseware","2024","Australia","21.75","7.06",6753.752413688024,78985.48274441197,85739.2351581
"The Phone Company","2024","United Kingdom","14.77","5.30",3824.8837363000493,74733.41164370002,78558.29538000007
"Fabrikam  ","2024","United States","36.37","5.19",3627.2600000000093,70795.73999999999,74423
"Wide World Importers","2024","United Kingdom","29.03","5.68",4470.892922609011,70022.624956591,74493.51787920001
"Fabrikam","2024","Germany","43.62","5.68",3545.955088474999,65291.50090842501,68837.45599690001
"Adventure Works","2024","Netherlands","29.79","4.67",3377.3008433760115,64051.680366524,67428.98120990001
"Contoso","2024","United Kingdom","6.94","5.78",4212.120983044981,63831.852541955,68043.97352499998
"Southridge Video","2024","Australia","5.99","6.41",3730.9862945740097,62442.56419452599,66173.5504891
"Proseware","2024","United Kingdom","19.12","6.05",2418.552315547997,61229.442758352,63647.9950739
"The Phone Company","2024","France","17.09","5.63",3352.4075008000073,56995.99545919999,60348.40296
"Adventure Works","2024","France","26.36","4.12",3485.113294713992,54759.986923786,58245.10021849999
"Fabrikam","2024","Australia","22.36","5.41",2117.632096860005,53088.565413740005,55206.19751060001
"Contoso ","2024","Australia","66.19","6.25",3717.7743136920035,52541.815883408,56259.590197100006
"Wide World Importers","2024","Netherlands","16.42","4.55",2578.9192626270087,52508.301920173,55087.22118280001
"Northwind Traders","2024","United States","6.96","6.16",2242.6033999999927,51468.69660000002,53711.30000000001
"Proseware","2024","Netherlands","11.87","6.23",2402.5808671540144,49719.528551646,52122.10941880001
"Fabrikam  ","2024","Canada","47.07","3.44",2017.662040000003,44606.65822,46624.32026
"Litware","2024","Canada","40.25","5.86",3581.2274369040097,43118.582315896005,46699.809752800014
"A. Datum","2024","United States","17.28","5.22",2470.4609999999957,42767.138999999996,45237.59999999999
"Fabrikam","2024","United Kingdom","34.31","5.83",2772.4124432199897,42101.87214498001,44874.2845882
"Contoso ","2024","Germany","40.48","5.82",2516.1387317420013,41954.801942057995,44470.940673799996
"Contoso","2024","Netherlands","7.04","4.87",2409.1346745700284,41797.19751133,44206.33218590003
"Litware ","2024","United States","52.48","8.52",3665.8150000000023,40810.485,44476.3
"Contoso ","2024","United Kingdom","45.95","5.61",2081.5288004689864,38795.16207913101,40876.6908796
"Contoso ","2024","Netherlands","34.59","5.82",2476.0573358450056,37432.777907055,39908.83524290001
"Tailspin Toys","2024","United States","2.24","5.87",2075.0187999999907,33197.199199999995,35272.217999999986
"Contoso","2024","France","10.55","6.23",2652.817260015003,32711.291352685006,35364.10861270001
"Contoso","2024","Italy","12.01","6.10",1908.3946978369859,30838.197931663002,32746.592629499988
"Wide World Importers","2024","France","12.00","4.09",922.0741423269974,28130.653426373,29052.727568699996
"Fabrikam","2024","France","33.98","7.13",2009.0342626800048,28004.07137232,30013.105635000004
"Adventure Works","2024","Italy","33.06","5.38",1288.0928526709977,27713.904921029003,29001.9977737
"A. Datum","2024","Canada","18.57","5.48",2231.975968169998,27446.432702829996,29678.408670999994
"Fabrikam","2024","Netherlands","36.16","5.48",2024.9052105799965,27234.623638420002,29259.528849
"Southridge Video","2024","United Kingdom","6.94","6.54",1974.7251107669981,27012.96953193301,28987.694642700008
"The Phone Company","2024","Italy","13.19","4.95",1257.4469742999972,26513.547945700007,27770.994920000005
"A. Datum","2024","Netherlands","23.53","5.47",1533.4592541999991,23735.0676608,25268.526915
"Fabrikam  ","2024","United Kingdom","93.68","8.25",2544.274077599999,23386.086042400006,25930.360120000005
"Southridge Video","2024","Netherlands","4.97","5.47",1387.5426088290005,23079.064090670992,24466.606699499993
"Litware","2024","Netherlands","48.89","5.50",1263.067655739993,22254.61710456,23517.68476029999
"Fabrikam  ","2024","Germany","45.05","5.33",1410.2368104000016,22223.7044696,23633.941280000003
"Wide World Importers","2024","Italy","25.06","6.20",2286.603529993001,22162.547170306996,24449.150700299997
"Litware","2024","United Kingdom","13.59","5.00",691.0433476549988,21242.807682745002,21933.8510304
"Northwind Traders","2024","Germany","19.06","6.38",2122.1805351690055,20052.177779930997,22174.358315100002
"A. Datum","2024","Germany","17.18","6.13",1375.3881179199998,17734.808926079997,19110.197043999997
"Northwind Traders","2024","Canada","4.06","6.20",296.01202360499883,16671.521562695005,16967.533586300004
"Proseware","2024","Italy","15.60","6.44",736.9196407600011,16188.28855964,16925.2082004
"Fabrikam  ","2024","Australia","27.33","4.43",326.19615339999837,13677.3250566,14003.521209999999
"Litware","2024","Germany","17.91","6.95",1118.4465720749995,12949.113492725002,14067.560064800002
"Tailspin Toys","2024","Canada","3.24","6.06",759.7683923119985,12886.939820287997,13646.708212599995
"Southridge Video","2024","France","3.48","4.42",574.4935187120045,11986.122352087998,12560.615870800002
"A. Datum","2024","Australia","18.48","7.00",860.6094948599984,11775.240400140001,12635.849895
"Southridge Video","2024","Italy","6.66","5.81",531.4625659390003,10827.214434460999,11358.677000399999
"Tailspin Toys","2024","Germany","1.94","5.58",601.1665118860001,10738.821428313999,11339.987940199999
"Fabrikam  ","2024","France","47.21","3.60",677.2109027999977,10439.260077200002,11116.47098
"Fabrikam  ","2024","Netherlands","81.47","9.60",1057.7251054999997,10077.702644500001,11135.42775
"Tailspin Toys","2024","Australia","1.87","6.12",611.2878205029992,9927.618155397002,10538.905975900001
"Litware","2024","Australia","15.98","6.13",906.4614579030003,9343.323563297,10249.785021200001
"Litware ","2024","Canada","43.89","7.43",706.9699345999979,8941.361175400001,9648.33111
"Northwind Traders","2024","Australia","2.80","4.94",206.80208012799812,8910.104898372,9116.906978499997
"Proseware","2024","France","12.78","7.36",787.3597169689983,8894.373620931,9681.733337899997
"Fabrikam","2024","Italy","31.27","6.14",308.7727090440003,8700.244021356,9009.0167304
"Northwind Traders","2024","Netherlands","32.74","6.92",973.1652924820028,8062.552624117998,9035.7179166
"A. Datum","2024","United Kingdom","14.33","4.83",328.66743060000044,7534.6196254,7863.287056
"Contoso ","2024","France","5.65","2.50",41.39956725400043,7384.524755546,7425.9243228000005
"A. Datum","2024","France","28.43","7.86",710.7833815199992,6570.18979448,7280.9731759999995
"Litware ","2024","France","0.00","0.00",0,5872.0905,5872.0905
"Northwind Traders","2024","Italy","5.00","5.00",18.30476933999944,5645.046918060001,5663.351687400001
"Litware ","2024","United Kingdom","40.74","7.40",360.9012652299998,5152.51539177,5513.416657
"Litware","2024","France","7.41","5.88",159.63231659800022,3912.4685837019997,4072.1009003
"Contoso ","2024","Italy","27.22","7.75",448.8308300560002,3642.144260244,4090.9750903000004
"Tailspin Toys","2024","Netherlands","1.31","5.08",210.50666418799983,3622.1859182120006,3832.6925824000004
"Litware ","2024","Australia","31.96","4.00",146.8095384000003,3523.4289215999997,3670.23846
"Tailspin Toys","2024","United Kingdom","2.76","5.22",232.1081077420008,3216.9221429579998,3449.0302507000006
"Northwind Traders","2024","France","4.12","2.75",137.84781453300047,3187.172553267,3325.0203678000003
"Litware ","2024","Germany","10.80","4.00",29.727325800000017,2523.2055592,2552.932885
"Litware","2024","Italy","43.32","8.33",298.79092420000006,2237.6394894,2536.4304136
"Northwind Traders","2024","United Kingdom","2.58","4.38",64.77080193899928,2194.6863378610005,2259.4571398
"Tailspin Toys","2024","France","0.93","5.41",78.78237380600012,2050.690578194,2129.472952
"Tailspin Toys","2024","Italy","1.67","5.32",130.15639256500026,1988.9994859349995,2119.1558784999997
"A. Datum","2024","Italy","14.79","7.67",150.27053283999976,1777.45481016,1927.7253429999998
"Adventure Works ","2024","United States","8.92","5.25",56.096700000000055,1643.8033,1699.9
"Litware ","2024","Italy","29.90","10.00",165.8965619999999,1493.0690580000003,1658.9656200000002
"Fabrikam  ","2024","Italy","0.00","0.00",0,1432.2516,1432.2516
"Adventure Works ","2024","United Kingdom","0.00","0.00",0,1077.2062312,1077.2062312
"Adventure Works ","2024","Italy","0.00","0.00",0,314.736485,314.736485
